date,code,price,rebound,amplitude,vol_ratio,ma60_pos,name
2026-01-06,603888,20.64,10.97%,5.32%,4.11,线上,新华网
2026-01-19,603089,14.23,13.57%,5.85%,3.77,线上,正裕工业
2026-01-19,002986,11.81,12.26%,9.49%,3.72,线上,宇新股份
2026-01-19,601669,5.84,12.74%,5.36%,3.56,线上,中国电建
2026-01-06,002942,21.16,11.25%,10.38%,3.35,线上,新农股份
2026-01-19,603335,5.93,9.41%,9.63%,3.25,线缘,迪生力
2026-01-12,603258,20.07,13.52%,3.26%,3.19,线上,电魂网络
2026-01-19,002692,5.78,14.91%,5.42%,3.12,线上,远程股份
2026-01-12,688479,20.13,13.28%,3.84%,3.07,线上,友车科技
2026-01-19,600195,8.49,8.71%,8.13%,3.05,线上,中牧股份
2026-01-12,002236,20.61,13.87%,4.07%,3.05,线上,大华股份
2026-01-06,603000,19.9,8.62%,3.74%,2.8,线上,人民网
2026-01-19,002852,11.45,9.36%,5.54%,2.72,线上,道道全
2026-01-19,603001,9.41,12.29%,12.05%,2.57,线上,奥康国际
2026-01-19,600469,6.96,9.26%,4.9%,2.57,线上,风神股份
2026-01-19,002062,9.68,12.43%,9.65%,2.56,线缘,宏润建设
2026-01-19,603050,19.49,13.91%,4.9%,2.5,线上,科林电气
2026-01-19,000925,9.37,12.35%,11.5%,2.48,线上,众合科技
2026-01-19,002826,19.14,7.47%,6.67%,2.44,线上,易明医药
2026-01-19,688101,17.93,10.54%,6.21%,2.42,线上,三达膜
2026-01-19,601965,18.89,14.83%,3.73%,2.42,线上,中国汽研
2026-01-19,002688,6.45,10.07%,4.33%,2.36,线上,金河生物
2026-01-19,688352,14.34,15.0%,3.47%,2.36,线上,颀中科技
2026-01-19,600738,5.44,7.94%,4.09%,2.26,线上,丽尚国潮
2026-01-19,002441,10.06,12.78%,4.3%,2.25,线上,众业达
2026-01-19,603725,10.14,11.67%,4.8%,2.22,线上,天安新材
2026-01-19,001258,7.68,9.09%,5.54%,2.22,线上,立新能源
2026-01-19,688616,13.56,13.66%,5.23%,2.13,线上,西力科技
2026-01-19,600509,9.17,11.15%,7.48%,2.1,线上,天富能源
2026-01-19,603998,12.14,9.57%,5.34%,2.09,线上,方盛制药
2026-01-19,002434,10.0,12.61%,5.0%,2.04,线上,万里扬
2026-01-19,603766,15.75,11.15%,6.89%,2.04,线上,隆鑫通用
2026-01-14,002150,21.41,14.13%,9.82%,2.03,线上,通润装备
2026-01-19,603317,13.16,5.96%,5.91%,2.02,线上,天味食品
2026-01-19,603233,19.83,13.9%,5.74%,2.01,线上,大参林
2026-01-19,600352,11.48,8.2%,3.79%,2.01,线上,浙江龙盛
2026-01-19,000795,10.53,9.12%,3.38%,2.01,线上,英洛华
2026-01-19,000421,7.28,8.17%,3.5%,2.01,线上,南京公用
2026-01-19,600163,6.09,12.36%,9.93%,2.0,线上,中闽能源
2026-01-19,601222,5.96,9.16%,3.25%,1.99,线上,林洋能源
2026-01-19,002734,17.51,11.6%,5.49%,1.96,线上,利民股份
2026-01-19,603187,16.51,12.31%,6.6%,1.95,线上,海容冷链
2026-01-19,605006,7.58,8.91%,5.15%,1.93,线上,山东玻纤
2026-01-19,002186,12.61,10.13%,4.36%,1.91,线上,全 聚 德
2026-01-19,002588,10.29,7.19%,5.82%,1.9,线上,史丹利
2026-01-19,603126,7.14,8.35%,5.09%,1.9,线上,中材节能
2026-01-19,600796,6.52,9.21%,5.38%,1.88,线上,钱江生化
2026-01-19,600995,14.18,14.45%,4.72%,1.87,线上,南网储能
2026-01-19,000716,6.63,7.63%,8.01%,1.85,线上,黑芝麻
2026-01-19,002570,6.5,6.91%,4.9%,1.84,线上,贝因美
2026-01-19,600101,10.08,11.26%,3.7%,1.82,线上,明星电力
2026-01-19,000037,9.04,9.98%,3.86%,1.81,线上,深南电A
2026-01-19,002973,14.61,11.7%,5.85%,1.81,线上,侨银股份
2026-01-19,600458,14.55,10.9%,5.46%,1.81,线上,时代新材
2026-01-19,000862,6.36,11.78%,5.42%,1.76,线上,银星能源
2026-01-19,603599,12.39,10.23%,4.41%,1.75,线上,广信股份
2026-01-19,002391,6.22,7.8%,3.47%,1.74,线上,长青股份
2026-01-19,000902,16.35,5.76%,4.37%,1.72,线上,新洋丰
2026-01-19,603303,14.13,10.65%,4.28%,1.72,线上,得邦照明
2026-01-19,601636,6.3,8.06%,4.73%,1.7,线缘,旗滨集团
2026-01-19,600538,6.64,10.85%,4.98%,1.7,线上,国发股份
2026-01-19,002322,13.48,13.95%,4.27%,1.69,线上,理工能科
2026-01-19,002096,13.78,5.67%,3.44%,1.68,线上,易普力
2026-01-19,600522,19.25,8.51%,3.51%,1.67,线上,中天科技
2026-01-19,002033,9.6,5.84%,4.32%,1.67,线上,丽江股份
2026-01-19,002014,12.0,3.9%,4.05%,1.66,线上,永新股份
2026-01-19,600505,14.26,12.55%,4.03%,1.66,线上,西昌电力
2026-01-19,600084,5.9,14.12%,3.63%,1.65,线上,中信尼雅
2026-01-19,000591,5.08,14.67%,3.77%,1.65,线上,太阳能
2026-01-19,600510,9.36,12.23%,7.5%,1.65,线上,黑牡丹
2026-01-12,603681,20.03,12.21%,7.5%,1.64,线上,永冠新材
2026-01-19,000035,6.12,11.88%,5.39%,1.64,线上,中国天楹
2026-01-19,688697,16.78,13.3%,3.29%,1.63,线上,纽威数控
2026-01-19,002227,12.95,8.64%,3.69%,1.63,线上,奥 特 迅
2026-01-19,603997,14.58,8.0%,5.01%,1.63,线上,继峰股份
2026-01-19,688299,18.78,12.19%,3.91%,1.63,线上,长阳科技
2026-01-19,001313,7.81,9.08%,7.79%,1.63,线上,粤海饲料
2026-01-19,000993,13.18,12.65%,3.88%,1.62,线上,闽东电力
2026-01-19,002299,16.7,5.56%,4.57%,1.61,线上,圣农发展
2026-01-19,002215,11.72,14.68%,4.51%,1.6,线上,诺 普 信
2026-01-19,000823,14.85,14.14%,4.95%,1.59,线上,超声电子
2026-01-19,603318,7.08,10.97%,3.65%,1.58,线上,水发燃气
2026-01-19,603790,21.2,11.58%,4.87%,1.58,线上,雅运股份
2026-01-19,603214,18.47,9.35%,5.24%,1.58,线上,爱婴室
2026-01-19,603810,16.34,5.9%,4.13%,1.57,线缘,丰山集团
2026-01-19,600749,17.4,5.2%,3.77%,1.56,线缘,西藏旅游
2026-01-19,600894,9.64,7.35%,3.29%,1.55,线上,广日股份
2026-01-19,000065,12.38,5.63%,4.79%,1.51,线上,北方国际
2026-01-19,688098,9.91,13.91%,4.69%,1.51,线上,申联生物
2026-01-19,002193,5.64,11.46%,6.89%,1.5,线缘,如意集团
2026-01-19,601156,19.03,8.43%,4.23%,1.5,线上,东航物流
2026-01-19,002144,13.34,8.1%,3.41%,1.49,线上,宏达高科
2026-01-19,600292,13.76,12.33%,5.41%,1.49,线上,远达环保
2026-01-19,603170,15.24,8.78%,5.23%,1.48,线上,宝立食品
2026-01-19,001286,9.83,6.04%,3.26%,1.47,线缘,陕西能源
2026-01-19,002645,15.81,10.95%,4.08%,1.46,线上,华宏科技
2026-01-19,002063,6.7,12.61%,3.45%,1.45,线上,远光软件
2026-01-19,600078,10.6,12.65%,6.86%,1.44,线缘,澄星股份
2026-01-19,688203,13.38,9.67%,3.51%,1.44,线上,海正生材
2026-01-19,601058,16.29,6.54%,5.84%,1.42,线上,赛轮轮胎
2026-01-19,002334,9.54,10.16%,3.64%,1.41,线上,英威腾
2026-01-19,002601,20.36,12.61%,5.82%,1.41,线上,龙佰集团
2026-01-19,002039,19.41,8.68%,3.64%,1.41,线上,黔源电力
2026-01-19,601798,9.68,11.14%,3.51%,1.39,线上,蓝科高新
2026-01-19,688285,9.62,12.78%,3.96%,1.36,线上,高铁电气
2026-01-19,688468,8.22,12.91%,3.61%,1.35,线上,科美诊断
2026-01-19,000739,18.22,13.52%,5.9%,1.35,线上,普洛药业
2026-01-19,603333,8.61,9.82%,5.73%,1.33,线上,尚纬股份
2026-01-19,002019,12.81,9.86%,4.06%,1.33,线上,亿帆医药
2026-01-19,002056,21.16,10.79%,3.34%,1.32,线上,横店东磁
2026-01-19,002091,9.4,7.06%,3.36%,1.32,线上,江苏国泰
2026-01-19,603027,10.19,8.29%,5.31%,1.32,线上,千禾味业
2026-01-19,000610,13.27,8.15%,3.04%,1.32,线上,西安旅游
2026-01-19,600063,6.71,14.31%,4.77%,1.32,线上,皖维高新
2026-01-19,000590,11.77,8.68%,3.45%,1.31,线上,启迪药业
2026-01-19,002534,18.44,14.18%,7.73%,1.3,线上,西子洁能
2026-01-19,605108,20.29,7.07%,3.71%,1.3,线上,同庆楼
2026-01-19,000811,16.66,7.35%,6.45%,1.3,线上,冰轮环境
2026-01-19,000410,7.68,8.78%,4.27%,1.28,线上,沈阳机床
2026-01-19,002345,13.25,10.23%,4.62%,1.26,线上,潮宏基
2026-01-19,600719,6.49,13.66%,3.51%,1.25,线上,大连热电
2026-01-19,002637,11.02,9.11%,5.57%,1.24,线上,赞宇科技
2026-01-19,002743,5.9,12.81%,3.45%,1.23,线上,富煌钢构
2026-01-19,000888,13.78,8.08%,4.66%,1.23,线上,峨眉山Ａ
2026-01-19,603429,10.8,10.88%,6.01%,1.23,线上,集友股份
2026-01-19,002745,9.93,8.88%,4.89%,1.22,线上,木林森
2026-01-19,600583,6.17,14.68%,4.7%,1.22,线上,海油工程
2026-01-19,002043,13.49,3.45%,5.19%,1.22,线缘,兔 宝 宝
2026-01-19,605001,8.05,14.18%,4.65%,1.21,线上,威奥股份
2026-01-19,603637,11.7,12.07%,4.49%,1.2,线上,镇海股份
2026-01-19,600281,6.24,8.52%,3.94%,1.19,线上,华阳新材
2026-01-19,002129,8.97,8.2%,4.52%,1.19,线缘,TCL中环
2026-01-19,002946,19.16,7.94%,4.31%,1.18,线上,新乳业
2026-01-19,600258,17.52,9.02%,6.94%,1.17,线上,首旅酒店
2026-01-19,601003,5.06,3.69%,3.85%,1.16,线缘,柳钢股份
2026-01-19,605050,13.81,9.0%,3.05%,1.15,线上,福然德
2026-01-19,002480,6.31,6.95%,3.55%,1.15,线缘,新筑股份
2026-01-19,000524,12.88,8.6%,3.37%,1.15,线上,岭南控股
2026-01-19,601002,5.32,6.4%,3.1%,1.15,线上,晋亿实业
2026-01-19,601998,7.7,5.34%,3.15%,1.15,线缘,中信银行
2026-01-19,600282,5.46,9.86%,5.89%,1.14,线上,南钢股份
2026-01-19,603408,13.63,7.07%,5.55%,1.11,线上,建霖家居
2026-01-19,601727,9.3,11.24%,3.06%,1.11,线上,上海电气
